STNNBR,CSTNO,POS,BTLSER,F,TIME,CTDPRS,CTDDEP,CTDTMP,CTDSAL,THETA,SIGTHT,DOSTTMP,F_1,CTDOXY,F_2,SALNTY,F_3,OXYGEN,F_4,PHSPHT,F_5,NO2+NO3,F_6,NITRIT,F_7,SILCAT,F_8,PH,F_9,PH_TMP,PH_SCL,CHLORA,F_10,PPHYTN,F_11,TCARBN,F_12,ALKALI,F_13
Unnamed: 0,     ,   ,         , , JST,     DBAR,METERS,   ITS-90,   PSS-78,   ITS-90.1,    KG/M3,   ITS-90.2, .1,  UMOL/KG, .2,   PSS-78.1, .3,  UMOL/KG.1, .4,  UMOL/KG.2, .5,  UMOL/KG.3, .6,  UMOL/KG.4, .7,  UMOL/KG.5, .8,         .1, .9, ITS-90,      ,     UG/L, .10,     UG/L.1, .11,  UMOL/KG.6, .12,  UMOL/KG.7,Unnamed: 39
 NC-6971,2,1,02-18608,2,1055,302.9,301,16.1867,34.6855,16.1384,25.474,,2,,2.0,,2.0,193.8,2.0,0.45,2.0,8.6,2.0,0.09,,,,,,,,0.0,,0.01,,,,,
 NC-6971,1,7, 02-5322,2,1015,401.4,398,14.806,34.5854,14.7456,25.7077,,2,,2.0,,2.0,188.8,4.0,0.64,9.0,11.5,9.0,0.15,,,,,,,,-9.0,,-9.0,,,,,
 NC-6971,1,6,02-10283,2,1012,502.9,499,11.305,34.3862,11.2415,26.2537,,2,,2.0,,2.0,157.0,2.0,1.29,9.0,20.4,9.0,0.03,,,,,,,,-9.0,,-9.0,,,,,
 NC-6971,1,5,02-18606,2,1005,603.8,599,8.2153,34.3422,8.1523,26.7344,,2,,2.0,,2.0,116.0,2.0,1.97,9.0,29.5,9.0,0.02,,,,,,,,-9.0,,-9.0,,,,,
 NC-6971,1,4,02-15249,2,1002,704.8,699,6.6435,34.3433,6.5777,26.9587,,2,,2.0,,2.0,100.7,2.0,2.29,9.0,33.5,9.0,0.01,,,,,,,,-9.0,,-9.0,,,,,
 NC-6971,1,3,02-14036,2,1000,805.7,799,5.5597,34.3613,5.4904,27.111,,2,,2.0,,2.0,88.6,2.0,2.57,9.0,36.2,9.0,0.03,,,,,,,,-9.0,,-9.0,,,,,
 NC-6971,1,2,02-15247,2,954,907.1,899,4.7147,34.3908,4.6419,27.2327,,2,,2.0,,2.0,81.9,2.0,2.7,9.0,38.0,9.0,0.05,,,,,,,,-9.0,,-9.0,,,,,
 NC-6971,1,1,02-18608,2,951,997.6,989,4.3366,34.4141,4.2587,27.2929,,2,,2.0,,2.0,79.3,2.0,2.78,9.0,38.9,9.0,0.0,,,,,,,,-9.0,,-9.0,,,,,
 NC-6972,1,12, 02-8078,2,1319,49.4,49,28.2406,34.488,28.2289,21.9347,,2,,,34.488,,,,,,,,,,,,,,,,,,,,,,,
 NC-6972,1,11, 02-8253,2,1318,100.7,100,24.0742,34.7813,24.053,23.4601,,2,,,34.7829,,,,,,,,,,,,,,,,,,,,,,,
 NC-6972,1,10,02-18609,2,1316,150.9,150,20.4288,34.839,20.4005,24.5328,,2,,,34.839,,,,,,,,,,,,,,,,,,,,,,,
 NC-6972,1,9, 02-9876,2,1314,201.3,200,18.3406,34.8226,18.3056,25.0605,,2,,,34.8227,,,,,,,,,,,,,,,,,,,,,,,
 NC-6972,1,8,02-18605,2,1312,251.3,249,17.2417,34.7633,17.1998,25.285,,2,,,34.764,,,,,,,,,,,,,,,,,,,,,,,
 NC-6972,1,7, 02-5322,2,1311,301.5,299,16.2703,34.693,16.222,25.4605,,2,,,34.6922,,,,,,,,,,,,,,,,,,,,,,,
 NC-6972,1,6,02-10283,2,1309,403.2,400,14.6823,34.5724,14.6219,25.7244,,2,,,34.5724,,,,,,,,,,,,,,,,,,,,,,,
 NC-6972,1,5,02-18606,2,1306,503.9,500,11.5601,34.3965,11.4955,26.215,,2,,,34.3974,,,,,,,,,,,,,,,,,,,,,,,
 NC-6972,1,4,02-15249,2,1304,604.1,599,8.4612,34.3227,8.397,26.682,,2,,,34.3247,,,,,,,,,,,,,,,,,,,,,,,
 NC-6972,1,3,02-14036,2,1301,705.7,700,6.6054,34.3488,6.5397,26.9681,,2,,,34.3494,,,,,,,,,,,,,,,,,,,,,,,
 NC-6972,1,2,02-15247,2,1259,807.0,800,5.6217,34.3638,5.5519,27.1055,,2,,,34.3648,,,,,,,,,,,,,,,,,,,,,,,
 NC-6972,1,1,02-18608,2,1246,1198.1,1187,4.1082,34.4304,4.0149,27.3315,,2,,,34.4304,,,,,,,,,,,,,,,,,,,,,,,
 NC-6974,2,-9,      -9,8,1846,3.5,3,28.5393,34.4966,28.5384,21.8394,,2,,2.0,,2.0,202.9,2.0,0.1,2.0,0.2,2.0,0.16,,,,,,,,0.05,,0.02,,,,,
 NC-6974,2,11, 02-8253,2,1845,9.4,9,28.5353,34.4955,28.533,21.8403,,2,,2.0,,2.0,203.0,2.0,0.06,2.0,0.2,2.0,0.14,,,,,,,,0.05,,0.02,,,,,
 NC-6974,2,10,02-18609,2,1844,19.5,19,28.5309,34.4971,28.5262,21.8438,,2,,2.0,,2.0,202.1,2.0,0.0,2.0,0.1,2.0,0.03,,,,,,,,0.05,,0.02,,,,,
 NC-6974,2,9, 02-9876,2,1843,29.6,29,28.4909,34.4989,28.4838,21.8591,,2,,2.0,,2.0,202.7,2.0,0.0,2.0,0.0,2.0,0.05,,,,,,,,0.05,,0.02,,,,,
 NC-6974,2,8,02-18605,2,1842,50.2,50,28.0397,34.5024,28.0278,22.0114,,2,,2.0,,2.0,205.5,2.0,0.0,2.0,0.0,2.0,0.02,,,,,,,,0.07,,0.03,,,,,
 NC-6974,2,7, 02-5322,2,1842,75.0,75,26.8641,34.5766,26.8469,22.4476,,2,,2.0,,2.0,207.0,2.0,0.0,2.0,0.1,2.0,0.09,,,,,,,,0.16,,0.11,,,,,
 NC-6974,2,6,02-10283,2,1841,101.1,100,24.0156,34.7252,23.9944,23.435,,2,,2.0,,2.0,202.9,2.0,0.01,2.0,1.1,2.0,0.27,,,,,,,,0.25,,0.35,,,,,
 NC-6974,2,5,02-18606,2,1840,125.0,124,22.4852,34.8233,22.4601,23.9539,,2,,2.0,,2.0,206.6,2.0,0.05,2.0,1.0,2.0,0.23,,,,,,,,0.12,,0.19,,,,,
 NC-6974,2,4,02-15249,2,1839,149.8,149,21.6689,34.8366,21.6396,24.194,,4,,2.0,,2.0,-9.0,2.0,0.04,2.0,1.5,2.0,0.06,,,,,,,,0.07,,0.13,,,,,
 NC-6974,2,3,02-14036,2,1836,203.0,202,20.1163,34.8433,20.0786,24.6215,,2,,2.0,,2.0,200.0,2.0,0.1,2.0,2.8,2.0,0.08,,,,,,,,0.02,,0.04,,,,,
 NC-6974,2,2,02-15247,2,1834,250.5,249,19.1834,34.8419,19.1384,24.865,,2,,2.0,,2.0,199.5,2.0,0.15,2.0,3.7,2.0,0.06,,,,,,,,0.01,,0.02,,,,,
 NC-6974,2,1,02-18608,2,1831,305.2,303,17.7147,34.7796,17.6629,25.1858,,2,,2.0,,2.0,197.0,4.0,0.3,2.0,6.1,2.0,0.11,,,,,,,,0.0,,0.01,,,,,
 NC-6974,1,6,02-10283,2,1741,403.9,401,15.0723,34.6037,15.0107,25.664,,2,,2.0,,2.0,187.2,2.0,0.58,9.0,10.8,9.0,0.08,,,,,,,,-9.0,,-9.0,,,,,
 NC-6974,1,5,02-18606,2,1738,505.9,502,12.6218,34.4547,12.5531,26.0588,,2,,2.0,,2.0,165.7,2.0,1.09,9.0,17.3,9.0,0.05,,,,,,,,-9.0,,-9.0,,,,,
 NC-6974,1,4,02-15249,2,1736,603.3,598,9.8385,34.3717,9.7683,26.5005,,2,,2.0,,2.0,135.6,4.0,1.65,9.0,25.0,9.0,0.12,,,,,,,,-9.0,,-9.0,,,,,
 NC-6974,1,3,02-14036,2,1733,705.8,700,7.8459,34.345,7.7737,26.7928,,2,,2.0,,2.0,111.9,4.0,2.11,9.0,30.6,9.0,0.1,,,,,,,,-9.0,,-9.0,,,,,
 NC-6974,1,2,02-15247,2,1732,805.2,798,5.9813,34.3491,5.9095,27.0497,,2,,2.0,,2.0,92.5,2.0,2.47,9.0,35.2,9.0,0.01,,,,,,,,-9.0,,-9.0,,,,,
 NC-6974,1,1,02-18608,2,1730,876.8,869,4.9249,34.3841,4.8533,27.2037,,2,,2.0,,2.0,83.8,2.0,2.71,9.0,37.5,9.0,0.04,,,,,,,,-9.0,,-9.0,,,,,
 NC-6975,1,11, 02-8253,2,2156,49.6,49,28.0137,34.5069,28.002,22.0232,,2,,,34.5053,,,,,,,,,,,,,,,,,,,,,,,
 NC-6975,1,10,02-18609,2,2155,99.3,99,22.8435,34.7843,22.8234,23.8207,,2,,,34.7841,,,,,,,,,,,,,,,,,,,,,,,
 NC-6975,1,9, 02-9876,2,2154,149.4,148,20.8336,34.8103,20.8052,24.4023,,2,,,34.8091,,,,,,,,,,,,,,,,,,,,,,,
 NC-6975,1,8,02-18605,2,2148,204.1,203,19.7836,34.8229,19.7461,24.6932,,2,,,34.8197,,,,,,,,,,,,,,,,,,,,,,,
 NC-6975,1,7, 02-5322,2,2144,250.7,249,18.8517,34.8089,18.8072,24.9241,,2,,,34.805,,,,,,,,,,,,,,,,,,,,,,,
 NC-6975,1,6,02-10283,2,2142,301.7,300,17.1871,34.741,17.1369,25.2829,,2,,,34.7422,,,,,,,,,,,,,,,,,,,,,,,
 NC-6975,1,5,02-18606,2,2140,401.5,399,14.504,34.5714,14.4444,25.7617,,2,,,34.5704,,,,,,,,,,,,,,,,,,,,,,,
 NC-6975,1,4,02-15249,2,2137,504.1,500,12.0485,34.4366,11.9821,26.1549,,2,,,34.4426,,,,,,,,,,,,,,,,,,,,,,,
 NC-6975,1,3,02-14036,2,2135,604.5,600,10.0153,34.3763,9.9442,26.4744,,2,,,34.3763,,,,,,,,,,,,,,,,,,,,,,,
 NC-6975,1,2,02-15247,2,2130,706.5,701,7.7466,34.3449,7.6748,26.8072,,2,,,34.3435,,,,,,,,,,,,,,,,,,,,,,,
 NC-6975,1,1,02-18608,2,2128,807.3,800,5.7868,34.3567,5.716,27.0799,,2,,,34.3565,,,,,,,,,,,,,,,,,,,,,,,
 NC-6976,2,-9,      -9,8,129,1.9,2,28.6008,34.4791,28.6004,21.8058,,2,,2.0,,2.0,203.3,2.0,0.04,2.0,0.1,2.0,0.02,,,,,,,,0.06,,0.03,,,,,
 NC-6976,2,12, 02-8078,2,129,1.9,2,28.6008,34.4791,28.6004,21.8058,,9,,9.0,,9.0,-9.0,9.0,-9.0,9.0,-9.0,9.0,-9.0,,,,,,,,-9.0,,-9.0,,,,,
 NC-6976,2,11, 02-8253,2,128,11.0,11,28.6126,34.4793,28.61,21.8027,,2,,2.0,,2.0,203.0,2.0,0.0,2.0,0.1,2.0,0.09,,,,,,,,0.05,,0.05,,,,,
 NC-6976,2,10,02-18609,2,127,20.7,21,28.6099,34.4792,28.605,21.8043,,2,,2.0,,2.0,202.3,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,0.06,,0.03,,,,,
 NC-6976,2,9, 02-9876,2,126,29.7,30,28.6129,34.4803,28.6058,21.8048,,2,,2.0,,2.0,202.8,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,0.06,,0.03,,,,,
 NC-6976,2,8,02-18605,2,125,50.6,50,28.5422,34.4791,28.5302,21.8289,,2,,2.0,,2.0,203.0,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,0.07,,0.04,,,,,
 NC-6976,2,7, 02-5322,2,124,75.6,75,27.2352,34.5538,27.2177,22.3121,,2,,2.0,,2.0,207.4,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,0.14,,0.1,,,,,
 NC-6976,2,6,02-10283,2,123,100.8,100,24.8681,34.6761,24.8464,23.143,,2,,2.0,,2.0,202.1,2.0,0.0,2.0,0.8,2.0,0.12,,,,,,,,0.37,,0.36,,,,,
 NC-6976,2,5,02-18606,2,122,126.3,125,23.8073,34.7328,23.7809,23.5037,,2,,2.0,,2.0,198.1,2.0,0.0,2.0,1.3,2.0,0.1,,,,,,,,0.2,,0.25,,,,,
 NC-6976,2,4,02-15249,2,120,152.2,151,22.5093,34.7946,22.4787,23.9268,,2,,2.0,,2.0,200.9,2.0,0.04,2.0,1.6,2.0,0.18,,,,,,,,0.07,,0.1,,,,,
 NC-6976,2,3,02-14036,2,118,201.7,200,20.3821,34.8335,20.3443,24.5436,,2,,2.0,,2.0,199.5,2.0,0.1,2.0,2.7,2.0,0.08,,,,,,,,0.02,,0.04,,,,,
 NC-6976,2,2,02-15247,2,116,250.4,249,18.5095,34.7894,18.4656,24.9951,,2,,2.0,,2.0,194.0,2.0,0.23,2.0,5.6,2.0,0.05,,,,,,,,0.0,,0.01,,,,,
 NC-6976,2,1,02-18608,2,115,302.9,301,17.8012,34.764,17.7496,25.1527,,2,,2.0,,2.0,194.2,2.0,0.28,2.0,6.4,2.0,0.0,,,,,,,,0.0,,0.01,,,,,
 NC-6976,1,8,02-18605,2,29,404.3,401,15.2006,34.6172,15.1386,25.6464,,2,,2.0,,2.0,181.4,2.0,0.69,9.0,11.5,9.0,0.01,,,,,,,,-9.0,,-9.0,,,,,
 NC-6976,1,7, 02-5322,2,24,504.8,501,12.0626,34.4473,11.9961,26.1606,,2,,2.0,,2.0,158.0,2.0,1.17,9.0,19.2,9.0,0.0,,,,,,,,-9.0,,-9.0,,,,,
 NC-6976,1,6,02-10283,2,22,605.0,600,9.4282,34.3648,9.3596,26.5626,,2,,2.0,,2.0,133.6,2.0,1.69,9.0,25.4,9.0,0.01,,,,,,,,-9.0,,-9.0,,,,,
 NC-6976,1,5,02-18606,2,19,706.2,700,7.4595,34.3487,7.3892,26.8512,,2,,2.0,,2.0,111.6,2.0,2.09,9.0,30.9,9.0,0.04,,,,,,,,-9.0,,-9.0,,,,,
 NC-6976,1,4,02-15249,2,17,806.1,799,6.8546,34.3485,6.7774,26.936,,2,,2.0,,2.0,103.6,2.0,2.28,9.0,32.8,9.0,0.04,,,,,,,,-9.0,,-9.0,,,,,
 NC-6976,1,3,02-14036,2,15,906.3,898,6.3659,34.3509,6.2819,27.0036,,2,,2.0,,2.0,99.4,2.0,2.43,9.0,34.0,9.0,0.0,,,,,,,,-9.0,,-9.0,,,,,
 NC-6976,1,2,02-15247,2,12,1012.1,1003,5.811,34.3595,5.7206,27.0814,,9,,9.0,,9.0,-9.0,9.0,-9.0,9.0,-9.0,9.0,-9.0,,,,,,,,-9.0,,-9.0,,,,,
 NC-6976,1,1,02-18608,2,12,1014.0,1005,5.8087,34.3594,5.7182,27.0817,,2,,2.0,,2.0,92.1,2.0,2.6,9.0,35.6,9.0,0.02,,,,,,,,-9.0,,-9.0,,,,,
