STNNBR,CSTNO,POS,BTLSER,F,TIME,CTDPRS,CTDDEP,CTDTMP,CTDSAL,THETA,SIGTHT,DOSTTMP,F_1,CTDOXY,F_2,SALNTY,F_3,OXYGEN,F_4,PHSPHT,F_5,NO2+NO3,F_6,NITRIT,F_7,SILCAT,F_8,PH,F_9,PH_TMP,PH_SCL,CHLORA,F_10,PPHYTN,F_11,TCARBN,F_12,ALKALI,F_13
Unnamed: 0,     ,   ,         , , JST,     DBAR,METERS,   ITS-90,   PSS-78,   ITS-90.1,    KG/M3,   ITS-90.2, .1,  UMOL/KG, .2,   PSS-78.1, .3,  UMOL/KG.1, .4,  UMOL/KG.2, .5,  UMOL/KG.3, .6,  UMOL/KG.4, .7,  UMOL/KG.5, .8,         .1, .9, ITS-90,      ,     UG/L, .10,     UG/L.1, .11,  UMOL/KG.6, .12,  UMOL/KG.7,Unnamed: 39
 RF-6682,1,35, 02-25088,2,624,21.6,21.0,28.5614,34.406,28.5562,21.7655,28.5606,2,197.7,2,-999.0,9,198.36,2,0.03,2,0.13,2,0.0,2,1.46,2,-999.0,9,-999,  -999,0.19,2,0.06,2,-999.0,9,-999.0,9
 RF-6682,1,34, 02-25843,2,622,31.9,32.0,27.1009,34.3371,27.0936,22.1887,27.1046,2,203.5,2,-999.0,9,203.91,2,0.02,2,0.0,2,0.0,2,1.3,2,-999.0,9,-999,  -999,0.15,2,0.05,2,-999.0,9,-999.0,9
 RF-6682,1,33, 02-25842,2,619,49.6,49.0,25.4726,34.6905,25.4617,22.9663,25.4704,2,208.2,2,34.6842,2,208.13,2,0.02,2,0.12,2,0.0,2,1.41,2,-999.0,9,-999,  -999,0.15,2,0.05,2,-999.0,9,-999.0,9
 RF-6682,1,27, 02-24661,2,617,76.5,76.0,24.0206,34.7668,24.0045,23.4635,24.0183,2,205.4,2,-999.0,9,205.75,6,0.03,6,0.15,6,0.04,6,1.49,6,-999.0,9,-999,  -999,0.27,2,0.22,2,-999.0,9,-999.0,9
 RF-6682,1,25, 02-25834,3,616,99.2,99.0,23.1987,34.781,23.1784,23.716,23.1953,2,202.7,2,34.7815,2,205.89,4,0.06,2,0.52,2,0.14,2,1.67,2,-999.0,9,-999,  -999,0.26,2,0.28,2,-999.0,9,-999.0,9
 RF-6682,1,26, 02-25835,2,616,100.9,100.0,23.0804,34.7841,23.0598,23.7526,23.0756,2,202.8,2,34.7812,2,202.84,2,0.07,2,0.5,2,0.14,2,1.71,2,-999.0,9,-999,  -999,-999.0,9,-999.0,9,-999.0,9,-999.0,9
 RF-6682,1,21, 02-25830,2,614,125.5,125.0,22.0642,34.7889,22.0394,24.0464,22.0616,2,209.2,2,-999.0,9,209.0,2,0.06,2,0.57,2,0.18,2,1.67,2,-999.0,9,-999,  -999,0.19,2,0.2,2,-999.0,9,-999.0,9
 RF-6682,1,20, 02-25829,2,612,151.2,150.0,21.5664,34.8129,21.5369,24.2044,21.5472,2,203.5,2,34.8114,2,203.74,2,0.1,2,1.19,2,0.1,2,1.89,2,-999.0,9,-999,  -999,0.1,2,0.2,2,-999.0,9,-999.0,9
 RF-6682,1,19, 02-25828,2,610,203.7,202.0,19.9673,34.8533,19.9297,24.6683,19.9668,2,192.1,2,-999.0,9,192.15,2,0.22,2,3.2,2,0.01,2,2.92,2,-999.0,9,-999,  -999,0.01,2,0.04,2,-999.0,9,-999.0,9
 RF-6682,1,18, 02-24660,2,608,253.4,252.0,18.833,34.8309,18.7881,24.9458,18.8292,2,192.9,2,-999.0,9,193.08,2,0.29,2,4.16,2,0.01,2,3.7,2,-999.0,9,-999,  -999,-999.0,9,-999.0,9,-999.0,9,-999.0,9
 RF-6682,1,17, 02-25089,2,606,300.8,299.0,17.8256,34.7974,17.7742,25.1723,17.8242,2,195.4,2,34.7969,2,195.56,2,0.35,2,5.16,2,0.01,2,4.41,2,-999.0,9,-999,  -999,-999.0,9,-999.0,9,-999.0,9,-999.0,9
 RF-6682,1,16, 02-26328,3,603,402.7,400.0,15.2243,34.601,15.1625,25.6286,15.2225,2,185.6,2,34.6015,2,186.02,2,0.67,2,9.77,2,0.0,2,10.51,2,-999.0,9,-999,  -999,-999.0,9,-999.0,9,-999.0,9,-999.0,9
 RF-6682,1,9, 02-25247,2,600,503.6,500.0,11.6151,34.3638,11.5504,26.1794,11.6165,2,160.1,2,-999.0,9,160.33,2,1.29,2,18.05,2,0.0,2,26.7,2,-999.0,9,-999,  -999,-999.0,9,-999.0,9,-999.0,9,-999.0,9
 RF-6682,1,8, 02-26320,2,557,604.0,599.0,9.1733,34.3115,9.106,26.562,9.1718,2,129.1,2,34.3108,2,128.53,2,1.81,2,25.35,2,0.0,2,48.62,2,-999.0,9,-999,  -999,-999.0,9,-999.0,9,-999.0,9,-999.0,9
 RF-6682,1,7, 02-26319,2,554,705.6,700.0,7.1043,34.288,7.036,26.8529,7.1042,2,104.2,2,-999.0,9,104.27,6,2.24,6,30.95,6,0.0,6,68.85,6,-999.0,9,-999,  -999,-999.0,9,-999.0,9,-999.0,9,-999.0,9
 RF-6682,1,3, 02-26315,3,551,809.3,802.0,5.7884,34.3442,5.7174,27.0698,5.7865,2,88.1,2,34.3438,2,88.19,2,2.48,2,34.58,2,0.0,2,88.18,2,-999.0,9,-999,  -999,-999.0,9,-999.0,9,-999.0,9,-999.0,9
 RF-6682,1,4, 02-26316,2,551,809.6,803.0,5.7857,34.3445,5.7147,27.0703,5.7832,2,88.1,2,34.3432,2,87.93,2,2.48,2,34.77,2,0.0,2,88.44,2,-999.0,9,-999,  -999,-999.0,9,-999.0,9,-999.0,9,-999.0,9
 RF-6682,1,2, 02-26314,2,548,906.1,898.0,4.8431,34.3904,4.7695,27.2182,4.8429,2,79.7,2,-999.0,9,79.9,2,2.64,2,36.91,2,0.0,2,103.27,2,-999.0,9,-999,  -999,-999.0,9,-999.0,9,-999.0,9,-999.0,9
 RF-6682,1,1, 02-26313,3,545,947.6,939.0,4.6838,34.3991,4.6077,27.2431,4.6843,2,78.7,2,34.3976,6,78.64,2,2.66,2,37.33,2,0.0,2,105.57,2,-999.0,9,-999,  -999,-999.0,9,-999.0,9,-999.0,9,-999.0,9
 RF-6684,1,-9,       -9,0,1113,0.0,10.0,27.865,34.2359,27.8644,21.8643,-999.0,9,200.5,2,34.2288,2,-999.0,5,0.04,2,0.09,2,0.0,2,1.11,2,8.0824,2,25,    TS,0.11,2,0.03,2,1939.3,2,2247.2,2
 RF-6684,1,36, 02-25090,2,1136,9.9,10.0,27.8531,34.2352,27.8508,21.8682,27.8543,2,200.4,2,34.2352,2,201.94,2,0.02,2,0.0,2,0.0,2,1.11,2,8.0779,2,25,    TS,0.1,2,0.03,2,1937.6,2,2246.4,2
 RF-6684,1,35, 02-25088,2,1135,20.5,20.0,26.2166,34.36,26.212,22.4844,26.2364,2,207.8,2,-999.0,9,208.36,2,0.02,2,0.07,2,0.0,2,1.15,2,8.0715,2,25,    TS,0.1,2,0.04,2,1954.2,2,2255.5,2
 RF-6684,1,34, 02-25843,2,1133,31.8,32.0,24.1607,34.5172,24.1541,23.2303,24.1609,2,218.1,2,-999.0,9,218.67,6,0.02,6,0.03,6,0.0,6,1.02,6,8.0588,2,25,    TS,0.09,4,0.03,4,1967.2,2,2265.3,2
 RF-6684,1,33, 02-25842,2,1129,50.3,50.0,23.2341,34.6188,23.2237,23.5799,23.2323,2,220.0,2,34.6186,2,220.34,2,0.02,2,0.0,2,0.0,2,0.96,2,8.05,2,25,    TS,0.18,2,0.09,2,1976.7,2,2271.2,2
 RF-6684,1,27, 02-24661,2,1128,75.7,75.0,22.6749,34.7223,22.6597,23.8205,22.6732,2,217.4,2,34.7223,2,217.65,2,0.03,2,0.04,2,0.01,2,1.19,2,8.0395,2,25,    TS,-999.0,9,-999.0,9,1988.4,2,2279.6,2
 RF-6684,1,26, 02-25835,2,1127,75.8,75.0,22.6738,34.722,22.6585,23.8206,22.6724,2,217.3,2,34.7231,2,217.13,2,0.03,2,0.0,2,0.02,2,1.25,2,8.0434,2,25,    TS,0.46,2,0.34,2,1989.3,2,2279.7,2
 RF-6684,1,25, 02-25834,3,1125,100.7,100.0,21.6591,34.8003,21.6394,24.1664,21.6576,2,210.2,2,34.798,2,210.39,2,0.06,2,0.7,2,0.13,2,1.67,2,8.0323,2,25,    TS,0.2,2,0.25,2,2002.4,6,2284.0,6
 RF-6684,1,21, 02-25830,2,1124,125.4,125.0,21.346,34.7952,21.3217,24.2501,21.3448,2,206.3,2,-999.0,9,206.59,2,0.1,2,1.23,2,0.06,2,2.0,2,8.0137,6,25,    TS,0.08,2,0.11,2,2010.9,2,2284.1,2
 RF-6684,1,20, 02-25829,2,1122,150.7,150.0,20.9239,34.8062,20.8951,24.3748,20.9216,2,202.9,2,-999.0,9,203.21,2,0.13,2,1.69,2,0.04,2,2.22,2,8.0026,2,25,    TS,0.04,2,0.08,2,2010.7,2,2284.1,2
 RF-6684,1,19, 02-25828,3,1119,204.4,203.0,19.7573,34.8477,19.7199,24.719,19.7558,2,191.9,2,34.8471,2,192.52,2,0.24,2,3.23,2,0.02,2,2.95,2,7.9665,2,25,    TS,0.01,2,0.03,2,2037.0,2,2287.4,2
 RF-6684,1,18, 02-24660,2,1116,253.0,251.0,18.9024,34.8352,18.8575,24.9315,18.9021,2,192.3,2,-999.0,9,192.51,2,0.29,2,4.07,2,0.01,2,3.51,2,7.9501,2,25,    TS,-999.0,9,-999.0,9,2045.4,2,2288.0,2
 RF-6684,1,17, 02-25089,2,1114,302.4,300.0,17.6744,34.786,17.6231,25.2003,17.6742,2,195.3,2,34.7854,2,195.58,2,0.36,2,5.27,2,0.01,2,4.69,2,7.9265,2,25,    TS,-999.0,9,-999.0,9,2050.9,2,2285.7,2
 RF-6684,1,16, 02-26328,3,1111,405.6,403.0,15.046,34.5977,14.9842,25.6652,15.0486,2,183.3,2,-999.0,9,183.88,2,0.71,2,10.16,2,0.01,2,12.14,2,7.8512,2,25,    TS,-999.0,9,-999.0,9,2090.5,2,2281.3,2
 RF-6684,1,12, 02-26324,3,1107,503.3,499.0,11.7902,34.3492,11.7249,26.1355,11.7894,2,166.5,2,34.3502,2,166.55,2,1.21,2,16.83,2,0.0,2,23.25,2,7.7423,2,25,    TS,-999.0,9,-999.0,9,2131.1,2,2278.1,2
 RF-6684,1,11, 02-26323,3,1104,602.5,598.0,9.3982,34.3256,9.3301,26.5368,9.3973,2,133.5,2,-999.0,9,133.29,6,1.74,6,24.09,6,0.0,6,47.54,6,7.6357,2,25,    TS,-999.0,9,-999.0,9,2190.4,2,2297.9,2
 RF-6684,1,9, 02-25247,2,1100,709.8,704.0,7.5426,34.3292,7.4715,26.8241,7.5398,2,109.2,2,34.3282,2,109.15,2,2.13,2,29.48,2,0.0,2,68.13,2,7.5604,2,25,    TS,-999.0,9,-999.0,9,2238.9,2,2315.4,2
 RF-6684,1,10, 02-26322,3,1100,712.5,707.0,7.5347,34.3301,7.4634,26.826,7.5332,2,109.2,2,34.3294,2,109.25,2,2.13,2,29.43,2,0.0,2,68.1,2,7.5631,2,25,    TS,-999.0,9,-999.0,9,2241.0,2,2316.5,2
 RF-6684,1,8, 02-26320,3,1056,804.7,798.0,6.7693,34.3347,6.6928,26.9365,6.7692,2,99.5,2,-999.0,9,99.1,2,2.29,2,31.7,2,0.0,2,77.37,2,7.5254,2,25,    TS,-999.0,9,-999.0,9,2256.6,6,2325.5,6
 RF-6684,1,7, 02-26319,2,1053,906.9,899.0,6.3193,34.3363,6.2355,26.9981,6.3198,2,93.8,2,34.3362,6,93.69,2,2.38,2,33.03,2,0.0,2,82.69,2,7.5072,6,25,    TS,-999.0,9,-999.0,9,2268.7,2,2329.0,2
 RF-6684,1,3, 02-26315,3,1050,1008.7,1000.0,5.9061,34.3344,5.8154,27.0498,5.905,2,88.4,2,-999.0,9,-999.0,9,-999.0,9,-999.0,9,-999.0,9,-999.0,9,-999.0,9,-999,  -999,-999.0,9,-999.0,9,-999.0,9,-999.0,9
 RF-6684,1,2, 02-26314,2,1049,1009.4,1000.0,5.9038,34.3345,5.813,27.0502,5.9029,2,88.4,2,34.3342,2,88.45,2,2.47,2,34.1,2,0.0,2,87.57,2,7.4907,2,25,    TS,-999.0,9,-999.0,9,2278.3,2,2335.5,2
 RF-6684,1,1, 02-26313,2,1047,1043.2,1034.0,5.8304,34.3352,5.7369,27.0603,5.83,2,87.4,2,34.3349,6,87.46,2,2.49,2,34.44,2,0.0,2,88.65,2,7.485,2,25,    TS,-999.0,9,-999.0,9,2280.3,2,2335.2,2
 RF-6685,1,-9,       -9,0,1720,0.0,10.0,29.9073,34.5487,29.9066,21.4197,-999.0,9,195.2,2,34.555,2,195.09,2,0.04,2,0.0,2,0.01,2,1.4,2,8.0727,2,25,    TS,0.04,2,0.01,2,1958.3,2,2269.2,2
 RF-6685,1,36, 02-25090,2,1736,10.4,10.0,29.5686,34.5364,29.566,21.526,29.5588,2,195.8,2,34.5376,2,195.64,2,0.03,2,0.0,2,0.0,2,1.38,2,8.0738,2,25,    TS,0.04,2,0.01,2,1960.3,2,2268.8,2
 RF-6685,1,35, 02-25088,2,1734,24.8,25.0,29.1918,34.5368,29.1858,21.6542,29.1856,2,197.5,2,-999.0,9,198.87,6,0.03,6,0.0,6,0.0,6,1.41,6,8.0762,2,25,    TS,0.04,2,0.01,2,1954.0,2,2268.9,2
 RF-6685,1,34, 02-25843,2,1729,52.4,52.0,23.779,34.8292,23.7681,23.5805,23.7507,2,222.3,2,34.8216,4,221.37,2,0.02,2,0.0,2,0.0,2,1.47,2,8.0657,2,25,    TS,-999.0,9,-999.0,9,1980.5,2,2287.2,2
 RF-6685,1,33, 02-25842,2,1729,52.9,53.0,23.8035,34.8304,23.7925,23.5742,23.8232,2,221.8,2,34.8195,4,221.32,2,0.03,2,0.0,2,0.0,2,1.5,2,8.0679,2,25,    TS,0.07,2,0.02,2,1977.4,2,2286.1,2
 RF-6685,1,30, 02-25839,2,1727,75.0,75.0,22.7465,34.8368,22.7313,23.887,22.7461,2,222.0,2,-999.0,9,221.82,2,0.02,2,0.0,2,0.0,2,1.59,2,8.0569,2,25,    TS,0.12,2,0.04,2,1987.0,2,2287.6,2
 RF-6685,1,29, 02-25838,2,1725,101.6,101.0,21.8379,34.8362,21.818,24.1442,21.838,2,217.6,2,34.8343,2,217.57,2,0.03,2,0.04,2,0.0,2,1.63,2,8.0389,2,25,    TS,0.2,2,0.16,2,1992.6,2,2288.0,2
 RF-6685,1,28, 02-24659,2,1724,125.8,125.0,21.0756,34.8159,21.0515,24.3398,21.0752,2,213.2,2,-999.0,9,212.86,2,0.05,2,0.32,2,0.08,2,1.81,2,8.0185,2,25,    TS,0.18,2,0.49,2,2007.0,2,2286.2,2
 RF-6685,1,27, 02-24661,2,1722,150.1,149.0,20.6844,34.8032,20.6561,24.4371,20.6845,2,210.6,2,34.8032,2,209.67,2,0.09,2,0.94,2,0.03,2,1.93,2,8.0103,2,25,    TS,0.07,2,0.21,2,2009.1,2,2285.5,2
 RF-6685,1,26, 02-25835,3,1720,204.6,203.0,20.0343,34.8213,19.9964,24.6264,20.0345,2,203.5,2,-999.0,9,203.21,2,0.16,2,1.94,2,0.02,2,2.39,2,7.9949,2,25,    TS,0.01,2,0.03,2,2024.6,2,2286.3,2
 RF-6685,1,25, 02-25834,2,1718,251.4,250.0,18.6336,34.8366,18.5894,25.0002,18.6316,2,193.7,2,34.8311,4,194.11,2,0.31,2,4.24,2,0.01,2,3.71,2,7.9416,2,25,    TS,-999.0,9,-999.0,9,2043.9,2,2287.5,2
 RF-6685,1,24, 02-25248,2,1716,303.6,301.0,17.2219,34.7694,17.1713,25.2964,17.236,2,198.5,2,-999.0,9,197.91,2,0.39,2,5.52,2,0.01,2,4.96,2,7.9239,2,25,    TS,-999.0,9,-999.0,9,2054.5,2,2283.6,2
 RF-6685,1,23, 02-25832,2,1713,402.6,400.0,14.8345,34.5651,14.7738,25.6859,14.8326,2,187.2,2,34.5626,2,186.6,2,0.72,2,10.28,2,0.0,2,10.87,2,7.8516,2,25,    TS,-999.0,9,-999.0,9,2091.2,2,2277.7,2
 RF-6685,1,22, 02-25831,3,1710,502.9,499.0,11.7809,34.3346,11.7157,26.1259,11.7797,2,172.4,2,-999.0,9,171.9,6,1.19,6,16.62,6,0.0,6,22.14,6,7.748,2,25,    TS,-999.0,9,-999.0,9,2131.3,2,2273.9,2
 RF-6685,1,21, 02-25830,2,1707,603.7,599.0,8.6872,34.1729,8.6222,26.5298,8.6841,2,141.8,2,34.174,2,141.42,2,1.79,2,24.84,2,0.0,2,41.72,2,7.6156,2,25,    TS,-999.0,9,-999.0,9,2186.9,2,2283.0,2
 RF-6685,1,20, 02-25829,2,1707,603.8,599.0,8.6784,34.1727,8.6134,26.5311,8.6782,2,141.6,2,34.1746,2,141.23,2,1.79,2,24.83,2,0.0,2,41.81,2,7.6166,2,25,    TS,-999.0,9,-999.0,9,2187.1,2,2284.1,2
 RF-6685,1,19, 02-25828,2,1704,705.0,699.0,6.6688,34.1589,6.603,26.8099,6.6692,2,103.5,2,-999.0,9,103.5,2,2.31,2,31.74,2,0.0,2,64.33,2,7.5044,2,25,    TS,-999.0,9,-999.0,9,2242.4,6,2302.0,6
 RF-6685,1,18, 02-24660,2,1701,806.2,800.0,5.4199,34.1951,5.3516,26.9961,5.42,2,82.1,2,34.1954,2,81.53,2,2.59,2,35.84,2,0.0,2,84.55,2,7.447,6,25,    TS,-999.0,9,-999.0,9,2288.0,2,2320.8,2
 RF-6685,1,17, 02-25089,2,1658,907.2,899.0,4.4272,34.2936,4.3565,27.1867,4.428,2,64.5,2,-999.0,9,64.1,2,2.79,2,38.85,2,0.0,2,104.78,2,7.4126,2,25,    TS,-999.0,9,-999.0,9,2313.4,2,2346.0,2
 RF-6685,1,16, 02-26328,2,1655,1010.0,1001.0,3.7862,34.3703,3.7116,27.3145,3.7865,2,58.9,2,34.3713,2,58.82,2,2.88,2,40.21,2,0.0,2,117.93,2,7.4033,2,25,    TS,-999.0,9,-999.0,9,2335.8,2,2362.1,2
 RF-6685,1,12, 02-26324,2,1650,1210.6,1199.0,3.2693,34.4495,3.1827,27.4288,3.269,2,64.0,2,34.4506,2,63.98,2,2.9,2,40.44,2,0.0,2,128.53,2,7.4176,2,25,    TS,-999.0,9,-999.0,9,2345.9,2,2376.3,2
 RF-6685,1,11, 02-26323,2,1646,1413.0,1399.0,2.7119,34.5147,2.6146,27.532,2.7138,2,77.2,2,34.5145,2,77.33,2,2.86,2,40.03,2,0.0,2,137.98,2,7.4457,2,25,    TS,-999.0,9,-999.0,9,2350.3,2,2391.2,2
 RF-6685,1,10, 02-26322,2,1641,1616.5,1600.0,2.3166,34.5654,2.2074,27.6068,2.3165,2,93.4,2,-999.0,9,93.76,2,2.79,2,39.25,2,0.0,2,142.12,2,7.4762,2,25,    TS,-999.0,9,-999.0,9,2351.2,2,2400.2,2
 RF-6685,1,9, 02-25247,2,1636,1818.3,1799.0,2.0995,34.595,1.9767,27.649,2.0994,2,105.3,2,34.5937,2,105.0,2,2.74,2,38.68,2,0.0,2,143.36,2,7.4966,2,25,    TS,-999.0,9,-999.0,9,2344.4,2,2405.9,2
 RF-6685,1,8, 02-26320,2,1631,2023.3,2001.0,1.9599,34.6171,1.8222,27.6788,1.9599,2,115.3,2,34.6168,2,115.57,2,2.7,2,38.09,2,0.0,2,143.35,2,7.5166,2,25,    TS,-999.0,9,-999.0,9,2343.0,6,2409.2,6
 RF-6685,1,7, 02-26319,2,1625,2277.1,2250.0,1.8308,34.636,1.6734,27.7052,1.8307,2,124.4,2,34.6367,2,124.37,2,2.66,2,37.53,2,0.0,2,143.32,2,7.533,6,25,    TS,-999.0,9,-999.0,9,2341.8,2,2410.0,2
 RF-6685,1,6, 02-26318,2,1619,2529.4,2498.0,1.7331,34.649,1.5552,27.7244,1.7331,2,131.5,2,34.6489,6,131.54,2,2.62,2,37.13,2,0.0,2,143.46,2,7.5444,2,25,    TS,-999.0,9,-999.0,9,2338.5,2,2412.2,2
 RF-6685,1,4, 02-26316,2,1613,2786.0,2750.0,1.6536,34.6583,1.4537,27.7393,1.6535,2,137.4,2,34.6575,2,137.36,2,2.59,2,36.86,2,0.0,2,143.42,2,7.5557,2,25,    TS,-999.0,9,-999.0,9,2329.6,2,2413.6,2
 RF-6685,1,5, 02-26317,2,1613,2786.2,2750.0,1.6536,34.6583,1.4538,27.7393,1.6536,2,137.4,2,34.6579,2,137.47,2,2.59,2,36.79,2,0.0,2,143.31,2,7.5519,2,25,    TS,-999.0,9,-999.0,9,2334.9,2,2413.4,2
 RF-6685,1,3, 02-26315,2,1607,3041.8,3001.0,1.604,34.6654,1.381,27.7503,1.6039,2,142.1,2,34.665,6,142.15,2,2.56,2,36.59,2,0.0,2,142.98,2,7.5623,2,25,    TS,-999.0,9,-999.0,9,2324.5,2,2413.8,2
 RF-6685,1,1, 02-26313,2,1559,3322.2,3275.0,1.5676,34.6718,1.3179,27.7598,1.568,2,146.5,2,34.6699,4,145.98,2,2.55,2,36.35,2,0.0,2,142.69,2,7.5711,2,25,    TS,-999.0,9,-999.0,9,2325.7,2,2415.3,2
 RF-6685,1,2, 02-26314,2,1600,3322.6,3276.0,1.5675,34.6719,1.3177,27.76,1.5675,2,146.6,2,34.6712,2,146.67,2,2.54,2,36.25,2,0.0,2,142.89,2,7.5744,2,25,    TS,-999.0,9,-999.0,9,2326.5,2,2415.8,2
 RF-6687,1,-9,       -9,0,413,0.0,10.0,29.3461,34.1753,29.3455,21.3294,-999.0,9,197.3,2,-999.0,9,197.54,2,0.04,2,0.09,2,0.01,2,1.44,2,,2,,,0.06,2,0.02,,,,,
 RF-6687,1,36, 02-25090,2,448,10.0,10.0,29.3514,34.1736,29.3489,21.327,29.3431,2,197.2,2,34.1753,2,197.93,6,0.02,6,0.0,6,0.0,6,1.39,6,,2,,,0.06,2,0.02,,,,,
 RF-6687,1,34, 02-25843,2,446,24.8,25.0,26.3595,34.4357,26.354,22.497,26.354,2,212.6,2,34.4694,4,214.45,2,0.02,2,0.0,2,0.0,2,1.54,2,,2,,,0.08,2,0.02,,,,,
 RF-6687,1,35, 02-25088,2,446,24.9,25.0,26.3567,34.4357,26.3511,22.498,26.3592,2,212.7,2,34.4597,4,213.96,2,0.02,2,0.05,2,0.0,2,1.51,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,30, 02-25839,2,441,50.5,50.0,23.0647,34.8046,23.0544,23.7698,23.0358,2,223.2,2,-999.0,9,223.51,2,0.02,2,0.0,2,0.0,2,1.65,2,,2,,,0.11,2,0.03,,,,,
 RF-6687,1,29, 02-25838,2,440,74.4,74.0,21.7649,34.82,21.7503,24.1507,21.7688,2,220.6,2,34.8182,2,221.39,2,0.02,2,0.0,2,0.01,2,1.78,2,,2,,,0.17,2,0.07,,,,,
 RF-6687,1,28, 02-24659,2,438,100.9,100.0,20.9179,34.8224,20.8987,24.3862,20.9187,2,215.3,2,-999.0,9,215.84,2,0.04,2,0.0,2,0.02,2,1.94,2,,2,,,0.26,2,0.37,,,,,
 RF-6687,1,27, 02-24661,2,436,124.9,124.0,20.4368,34.8169,20.4134,24.5125,20.4357,2,209.8,2,34.8151,2,209.99,2,0.09,2,0.85,2,0.14,2,2.14,2,,2,,,0.17,2,0.39,,,,,
 RF-6687,1,26, 02-25835,2,435,151.3,150.0,20.0279,34.817,20.0,24.6221,20.0292,2,203.7,2,-999.0,9,204.06,2,0.16,2,2.05,2,0.04,2,2.55,2,,2,,,0.08,2,0.25,,,,,
 RF-6687,1,25, 02-25834,2,433,200.7,199.0,18.8818,34.8323,18.8462,24.9321,18.8795,2,194.4,2,34.8311,6,194.49,2,0.28,2,3.88,2,0.01,2,3.81,2,,2,,,0.0,2,0.02,,,,,
 RF-6687,1,21, 02-25830,2,431,251.7,250.0,17.7613,34.7977,17.7185,25.1861,17.7615,2,195.0,2,-999.0,9,195.15,2,0.36,2,5.25,2,0.01,2,4.74,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,20, 02-25829,2,429,302.6,300.0,16.6591,34.7248,16.6098,25.3949,16.6598,2,195.2,2,34.7253,2,195.41,2,0.46,2,6.56,2,0.01,2,6.25,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,19, 02-25828,2,426,405.8,403.0,14.1122,34.5064,14.0531,25.7945,14.1119,2,183.3,2,-999.0,9,184.52,6,0.8,6,11.43,6,0.0,6,12.9,6,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,17, 02-25089,2,423,504.1,500.0,11.2369,34.3068,11.1735,26.2043,11.2365,2,164.9,2,34.3089,2,164.83,2,1.29,2,18.17,2,0.0,2,25.43,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,18, 02-24660,2,423,504.4,501.0,11.2263,34.3061,11.1629,26.2057,11.2255,2,164.9,2,34.3064,2,165.25,2,1.3,2,18.17,2,0.0,2,25.52,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,16, 02-26328,3,420,606.1,601.0,8.4774,34.1794,8.413,26.5671,8.478,2,135.7,2,-999.0,9,135.31,2,1.84,2,25.64,2,0.0,2,44.87,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,12, 02-26324,2,417,705.1,699.0,6.6408,34.1636,6.5752,26.8172,6.6404,2,104.9,2,34.1651,2,104.38,2,2.3,2,31.79,2,0.0,2,66.17,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,11, 02-26323,2,414,809.0,802.0,5.0048,34.2269,4.9389,27.0693,5.0044,2,73.7,2,-999.0,9,74.55,2,2.68,2,37.15,2,0.0,2,92.31,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,10, 02-26322,2,410,910.0,902.0,4.2157,34.3176,4.1462,27.2281,4.2175,2,61.9,2,34.317,2,62.36,2,2.83,2,39.29,2,0.0,2,109.48,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,9, 02-25247,2,407,1009.2,1000.0,3.7554,34.3765,3.6811,27.3225,3.7553,2,60.2,2,34.3754,2,59.9,2,2.88,2,40.21,2,0.0,2,119.62,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,8, 02-26320,2,403,1211.3,1200.0,3.022,34.4697,2.9376,27.4675,3.0219,2,67.8,2,34.4707,2,67.83,2,2.89,2,40.45,2,0.0,2,133.86,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,7, 02-26319,3,358,1413.7,1400.0,2.6677,34.5158,2.5708,27.5367,2.668,2,77.2,2,34.5144,6,77.14,2,2.86,2,40.16,2,0.0,2,139.55,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,3, 02-26315,2,353,1618.6,1602.0,2.3002,34.5681,2.191,27.6103,2.3007,2,94.4,2,34.5682,2,94.29,2,2.79,2,39.45,2,0.0,2,143.04,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,2, 02-26314,2,348,1820.8,1801.0,2.0834,34.6004,1.9607,27.6546,2.0839,2,107.8,2,-999.0,9,107.48,2,2.73,2,38.62,2,0.0,2,143.71,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6687,1,1, 02-26313,3,343,2024.1,2002.0,1.9479,34.6177,1.8103,27.6802,1.9481,2,116.1,2,34.616,4,115.4,2,2.69,2,38.17,2,0.0,2,143.92,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,-9,       -9,0,1425,0.0,10.0,29.5555,34.1384,29.5548,21.2313,-999.0,9,198.1,2,-999.0,9,197.49,2,0.03,2,0.0,2,0.0,2,1.36,2,,2,,,0.04,2,0.01,,,,,
